,match_id,date_planned_start,match_start,player_1,player_2,player_1_fh_goals,player_2_fh_goals,player_1_sh_goals,player_2_sh_goals,player_1_total_goals,player_2_total_goals,shift_n,match_count_within_shift,match_count_within_shift_player_pair,Total_goals,player_1_total_goals_est,player_2_total_goals_est,total_goals_est,result,result_est,outcomes_proba,over_4.5_goals_proba
9987,174013,1673964840,2023-01-17 14:13:59,16,21,5,0,0,1,5,1,903.0,59,6,6,2.7678545,1.6621251,4.4299793,1,1,60.94 - 17.34 - 21.71,45.45563510880912
9988,174014,1673964960,2023-01-17 14:16:24,2,5,1,1,0,1,1,2,903.0,60,6,3,1.8976245,1.5644064,3.462031,2,1,45.78 - 22.12 - 32.1,26.740598288754214
9989,174015,1673965680,2023-01-17 14:28:02,5,21,1,2,0,0,1,2,903.0,61,7,3,2.334929,2.0918467,4.426776,2,1,44.71 - 19.51 - 35.78,45.39436874875232
9990,174016,1673965800,2023-01-17 14:29:56,0,16,0,2,2,0,2,2,903.0,62,7,4,1.7521782,2.571476,4.323654,0,2,25.79 - 18.55 - 55.66,43.41300080397405
9991,174017,1673966520,2023-01-17 14:42:02,2,21,1,3,2,0,3,3,903.0,63,7,6,1.8599089,1.7182488,3.578158,0,1,41.89 - 21.96 - 36.15,28.93899972413452
9992,174018,1673966640,2023-01-17 14:43:58,0,5,0,2,0,0,0,2,903.0,64,7,2,2.248484,2.0034761,4.25196,2,1,44.62 - 19.92 - 35.46,42.02617291310774
9993,174019,1673967360,2023-01-17 14:56:17,2,16,1,1,0,2,1,3,903.0,65,7,4,1.6678146,2.0906854,3.7585,2,2,31.16 - 20.99 - 47.85,32.40999533139959
9994,174020,1673967480,2023-01-17 14:57:54,0,21,1,0,1,4,2,4,903.0,66,7,6,2.1380785,2.2485654,4.386644,2,2,38.11 - 19.69 - 42.19,44.6253803671333
9995,174021,1673968200,2023-01-17 15:10:21,5,16,1,1,2,2,3,3,903.0,67,7,6,1.726862,2.5656157,4.2924776,0,2,25.4 - 18.55 - 56.05,42.81075545576705
9996,174022,1673968320,2023-01-17 15:12:18,0,2,0,3,1,1,1,4,903.0,68,7,5,1.7865181,2.6205592,4.4070773,2,2,25.77 - 18.34 - 55.89,45.0172728514757
9997,174024,1673969160,2023-01-17 15:23:46,2,5,2,1,1,1,3,2,903.0,70,7,5,1.8721571,1.5712174,3.4433746,1,1,45.08 - 22.24 - 32.68,26.390845627855374
9998,174023,1673969040,2023-01-17 15:24:05,16,21,1,0,2,1,3,1,903.0,69,7,4,2.6979902,1.6686698,4.36666,1,1,59.59 - 17.74 - 22.66,44.241426066905234
9999,174025,1673969880,2023-01-17 15:38:09,5,21,1,1,1,1,2,2,903.0,71,8,4,2.1754847,2.1393447,4.3148293,0,1,40.73 - 19.89 - 39.38,43.242666636965474
10000,174026,1673970000,2023-01-17 15:39:58,0,16,1,1,2,1,3,2,903.0,72,8,5,1.7459401,2.6237607,4.369701,1,2,24.99 - 18.27 - 56.74,44.29989172632834
10001,174027,1673970720,2023-01-17 15:52:01,2,21,1,0,1,0,2,0,903.0,73,8,2,1.9158416,1.6543331,3.5701747,1,1,44.37 - 21.86 - 33.77,28.7867986648898
10002,174028,1673970840,2023-01-17 15:53:54,0,5,1,0,0,1,1,1,903.0,74,8,2,2.2270117,1.9392586,4.1662703,0,1,45.39 - 20.09 - 34.52,40.36101327661636
10003,174029,1673971560,2023-01-17 16:06:00,2,16,0,2,0,0,0,2,903.0,75,8,2,1.7930355,1.7978765,3.5909119,2,2,38.92 - 21.97 - 39.11,29.182460327067606
10004,174030,1673971680,2023-01-17 16:08:23,0,21,3,2,2,2,5,4,903.0,76,8,9,2.168319,2.0127716,4.1810904,1,1,42.85 - 20.17 - 36.98,40.64949369045604
10005,174031,1673972400,2023-01-17 16:20:02,5,16,1,1,0,2,1,3,903.0,77,8,4,1.7854469,2.7391567,4.524604,2,2,24.22 - 17.74 - 58.04,47.25599053870162
10006,174032,1673972520,2023-01-17 16:22:00,0,2,0,1,1,3,1,4,903.0,78,8,5,1.7662627,2.2668495,4.033112,2,2,30.42 - 20.07 - 49.51,37.76317893734445
10007,174033,1673973240,2023-01-17 16:33:58,16,21,2,1,0,0,2,1,903.0,79,8,3,2.7915452,1.5251098,4.316655,1,1,64.05 - 16.84 - 19.11,43.27791236165881
10008,174034,1673973360,2023-01-17 16:36:00,2,5,1,1,0,0,1,1,903.0,80,8,2,1.8369228,1.5131099,3.3500328,0,1,45.48 - 22.54 - 31.98,24.657535205400276
10009,174035,1673974080,2023-01-17 16:48:07,5,21,2,0,1,0,3,0,903.0,81,9,3,2.1682265,1.8979483,4.0661745,1,1,44.98 - 20.37 - 34.65,38.408907484540755
10010,174036,1673974200,2023-01-17 16:49:58,0,16,2,2,0,0,2,2,903.0,82,9,4,1.6500981,2.58982,4.2399178,0,2,23.67 - 18.31 - 58.01,41.79261446790565
10011,174037,1673974920,2023-01-17 17:02:02,2,21,1,1,0,2,1,3,903.0,83,9,4,1.9174399,1.5626347,3.4800746,2,1,46.26 - 22.02 - 31.73,27.07983254142117
10012,174038,1673975040,2023-01-17 17:03:51,0,5,0,2,2,1,2,3,903.0,84,9,5,2.2489135,2.1493864,4.3983,2,1,42.0 - 19.67 - 38.33,44.849020209086596
10013,174039,1673975760,2023-01-17 17:16:01,2,16,0,2,1,0,1,2,903.0,85,9,3,1.6968268,2.037934,3.7347608,2,2,32.63 - 21.22 - 46.16,31.950085553633773
10014,174040,1673975880,2023-01-17 17:17:36,0,21,1,1,0,1,1,2,903.0,86,9,3,2.1707983,2.054498,4.225296,2,1,42.14 - 20.08 - 37.77,41.50880902534331
10015,174041,1673976600,2023-01-17 17:29:56,5,16,1,1,2,2,3,3,903.0,87,9,6,1.6998545,2.469068,4.1689224,0,2,26.19 - 19.03 - 54.77,40.41265346554194
10016,174042,1673976720,2023-01-17 17:32:14,0,2,2,2,2,0,4,2,903.0,88,9,6,1.7561696,2.3354294,4.091599,1,2,29.19 - 19.74 - 51.07,38.9052283632264
10017,174043,1673977440,2023-01-17 17:44:00,16,21,2,0,0,2,2,2,903.0,89,9,4,2.6149116,1.5970422,4.2119536,0,1,59.53 - 18.07 - 22.4,41.24963983333815
10018,174044,1673977560,2023-01-17 17:46:00,2,5,2,1,2,0,4,1,903.0,90,9,5,1.904084,1.6070333,3.5111172,1,1,45.06 - 22.01 - 32.93,27.66557680043091
10019,174045,1673978280,2023-01-17 17:57:56,5,21,1,0,0,2,1,2,903.0,91,10,3,2.130454,2.140047,4.270501,2,2,39.82 - 20.0 - 40.18,42.38545375943061
10020,174046,1673978400,2023-01-17 18:00:05,0,16,1,2,1,3,2,5,903.0,92,10,7,1.668969,2.6603725,4.3293414,2,2,23.13 - 17.95 - 58.92,43.522717034056036
10021,174047,1673979120,2023-01-17 18:11:55,2,21,1,1,1,0,2,1,903.0,93,10,3,1.8691416,1.7279264,3.5970678,1,1,41.91 - 21.9 - 36.19,29.300096887839732
10022,174048,1673979240,2023-01-17 18:13:48,0,5,4,2,1,3,5,5,903.0,94,10,10,2.2255635,1.8857392,4.111303,0,1,46.37 - 20.16 - 33.47,39.28968597427875
10023,174049,1673979960,2023-01-17 18:25:58,2,16,0,2,1,0,1,2,903.0,95,10,3,1.7325064,1.8707998,3.6033063,2,2,36.26 - 21.88 - 41.86,29.41938805195599
10024,174050,1673980080,2023-01-17 18:27:59,0,21,0,0,0,3,0,3,903.0,96,10,3,2.1602135,2.2447102,4.4049234,2,2,38.61 - 19.66 - 41.73,44.976002581345284
10025,174051,1673982000,2023-01-17 19:00:00,12,26,1,0,1,0,2,0,904.0,1,1,2,2.7616076,2.200787,4.9623947,1,1,50.7 - 17.99 - 31.31,55.28835893777261
10026,175086,1673982840,2023-01-17 19:14:01,12,27,0,1,1,0,1,1,904.0,2,1,2,2.4241505,2.1851122,4.6092625,0,1,44.75 - 19.11 - 36.14,48.85019595293601
10027,175087,1673983680,2023-01-17 19:28:00,26,27,0,2,1,1,1,3,904.0,3,1,4,1.6226406,2.216824,3.8394647,2,2,28.28 - 20.35 - 51.37,33.98341245676984
10028,174054,1673984520,2023-01-17 19:42:00,12,26,1,0,1,1,2,1,904.0,4,2,3,2.9098415,2.294607,5.2044487,1,1,51.63 - 17.5 - 30.87,59.46192340322084
10029,175088,1673985360,2023-01-17 19:56:00,12,27,3,2,0,0,3,2,904.0,5,2,5,2.3757153,2.2642012,4.6399164,1,1,42.44 - 19.13 - 38.43,49.423160903384264
10030,175089,1673986200,2023-01-17 20:09:59,26,27,1,4,1,1,2,5,904.0,6,2,7,1.6934333,2.4418511,4.1352844,2,2,26.45 - 19.17 - 54.38,39.757334418062285
10031,174057,1673987040,2023-01-17 20:23:59,12,26,3,3,1,3,4,6,904.0,7,3,10,3.0173783,2.4943535,5.511732,2,1,49.99 - 17.23 - 32.78,64.43071155190987
10032,175090,1673987880,2023-01-17 20:38:03,12,27,3,0,2,1,5,1,904.0,8,3,6,2.4103003,2.6766946,5.086995,1,2,36.33 - 18.17 - 45.49,57.46364359678464
10033,175091,1673988720,2023-01-17 20:52:01,26,27,0,1,1,1,1,2,904.0,9,3,3,1.8294297,2.540249,4.369679,2,2,27.66 - 18.77 - 53.57,44.299470042501866
10034,174060,1673989560,2023-01-17 21:05:58,12,26,3,1,2,2,5,3,904.0,10,4,8,3.0325384,2.6330318,5.6655703,1,1,47.9 - 17.2 - 34.89,66.7692305912391
10035,175092,1673990400,2023-01-17 21:20:01,12,27,0,1,0,0,0,1,904.0,11,4,1,2.4779248,2.51351,4.991435,2,2,40.15 - 18.46 - 41.39,55.800251896038446
10036,175093,1673991240,2023-01-17 21:33:58,26,27,2,2,2,1,4,3,904.0,12,4,7,1.7563592,2.4596713,4.2160306,1,2,27.4 - 19.12 - 53.47,41.328846338482144
10037,174063,1673992080,2023-01-17 21:48:33,12,26,2,0,2,1,4,1,904.0,13,5,5,2.9911907,2.694272,5.685463,1,1,46.19 - 17.28 - 36.53,67.06411575650114
10038,175094,1673992920,2023-01-17 22:02:04,12,27,0,1,2,2,2,3,904.0,14,5,5,2.4691648,2.440337,4.909502,2,1,41.2 - 18.61 - 40.19,54.348620176444015
10039,175095,1673993760,2023-01-17 22:15:58,26,27,1,1,2,1,3,2,904.0,15,5,5,1.8287956,2.6281772,4.4569726,1,2,26.44 - 18.35 - 55.21,45.97104662324968
10040,174066,1673994600,2023-01-17 22:29:58,12,26,3,4,1,1,4,5,904.0,16,6,9,2.9522235,2.6888273,5.641051,2,1,45.63 - 17.36 - 37.01,66.40337581127793
10041,175096,1673995440,2023-01-17 22:43:59,12,27,0,1,4,2,4,3,904.0,17,6,7,2.4109564,2.3775136,4.7884703,1,1,41.17 - 18.84 - 39.99,52.16404495353238
10042,175097,1673996280,2023-01-17 22:57:56,26,27,1,1,3,1,4,2,904.0,18,6,6,1.9623145,2.8772597,4.8395743,1,2,25.56 - 17.34 - 57.1,53.09208673161553
10043,175368,1673997120,2023-01-17 23:11:57,12,26,1,0,1,2,2,2,904.0,19,7,4,3.0674207,2.759446,5.8268666,0,1,46.4 - 17.11 - 36.49,69.11010083894134
10044,175369,1673997960,2023-01-17 23:25:59,12,27,1,0,0,1,1,1,904.0,20,7,2,2.4610353,2.5072176,4.968253,0,2,39.95 - 18.5 - 41.56,55.391856276075835
10045,175370,1673998800,2023-01-17 23:40:00,26,27,1,1,0,2,1,3,904.0,21,7,4,1.9726889,2.8896232,4.8623123,2,2,25.58 - 17.3 - 57.12,53.50238903501043
10046,175371,1673999640,2023-01-17 23:54:10,12,26,2,1,2,2,4,3,904.0,22,8,7,3.0585127,2.7269208,5.785434,1,1,46.78 - 17.13 - 36.08,68.51975085860931
10047,175372,1674000480,2023-01-18 00:08:08,12,27,3,0,3,2,6,2,904.0,23,8,8,2.5134733,2.5557787,5.069252,1,2,40.11 - 18.32 - 41.57,57.15728922538999
10048,175373,1674001320,2023-01-18 00:22:05,26,27,0,0,1,2,1,2,904.0,24,8,3,1.9182601,2.7215223,4.6397824,2,2,26.81 - 18.0 - 55.19,49.420661595758155
10049,175374,1674003840,2023-01-18 01:03:55,12,26,1,1,4,2,5,3,904.0,25,9,8,3.1088433,2.7348506,5.8436937,1,1,47.49 - 17.03 - 35.48,69.3476869858711
10050,175375,1674004680,2023-01-18 01:17:58,12,27,1,3,0,2,1,5,904.0,26,9,6,2.53943,2.4527843,4.992214,2,1,42.28 - 18.44 - 39.27,55.8139499593843
10051,175376,1674005520,2023-01-18 01:32:03,26,27,0,1,1,0,1,1,904.0,27,9,2,1.8523306,2.5861554,4.438486,0,2,27.45 - 18.57 - 53.98,45.61820731988548
10052,175377,1674006360,2023-01-18 01:45:50,12,26,4,0,4,1,8,1,904.0,28,10,9,3.0636604,2.6964905,5.760151,1,1,47.37 - 17.13 - 35.5,68.15578348038568
10053,175378,1674007200,2023-01-18 02:00:03,12,27,0,1,2,1,2,2,904.0,29,10,4,2.5420673,2.3931541,4.9352217,0,1,43.34 - 18.52 - 38.14,54.80675331492185
10054,175379,1674008040,2023-01-18 02:14:05,26,27,2,2,1,0,3,2,904.0,30,10,5,1.8414541,2.6007152,4.442169,1,2,27.05 - 18.49 - 54.46,45.68855980684113
10055,175380,1674008880,2023-01-18 02:27:57,12,26,1,0,1,2,2,2,904.0,31,11,4,3.1361668,2.7238953,5.860062,0,1,48.11 - 16.97 - 34.91,69.57758277444229
10056,175381,1674009720,2023-01-18 02:42:00,12,27,2,1,1,1,3,2,904.0,32,11,5,2.5268822,2.496701,5.0235834,1,1,41.32 - 18.4 - 40.28,56.36349878178516
10057,175382,1674010560,2023-01-18 02:56:00,26,27,1,3,2,2,3,5,904.0,33,11,8,1.8876144,2.8272104,4.7148247,2,2,24.9 - 17.46 - 57.64,50.812964998628566
10058,175383,1674011400,2023-01-18 03:09:58,12,26,2,1,2,1,4,2,904.0,34,12,6,3.1365762,2.7164147,5.852991,1,1,48.24 - 16.97 - 34.78,69.47841087009338
10059,175384,1674012240,2023-01-18 03:24:00,12,27,1,1,0,1,1,2,904.0,35,12,3,2.5542617,2.5720162,5.126278,2,2,40.59 - 18.22 - 41.19,58.137778138854216
10060,175385,1674013080,2023-01-18 03:37:58,26,27,2,2,4,2,6,4,904.0,36,12,10,1.8493391,2.6424994,4.4918385,1,2,26.62 - 18.3 - 55.08,46.63466236620582
10061,175386,1674013920,2023-01-18 03:52:00,12,26,2,2,1,0,3,2,904.0,37,13,5,3.1052928,2.7340872,5.8393803,1,1,47.44 - 17.04 - 35.52,69.28689803106907
10062,175387,1674014760,2023-01-18 04:05:59,12,27,1,0,0,3,1,3,904.0,38,13,4,2.5614817,2.5095272,5.0710087,2,1,41.74 - 18.31 - 39.95,57.18767597585172
10063,175388,1674015600,2023-01-18 04:20:00,26,27,3,1,2,3,5,4,904.0,39,13,9,1.9129488,2.7613368,4.674286,1,2,26.19 - 17.81 - 56.0,50.06269603437088
10064,175389,1674016440,2023-01-18 04:33:59,12,26,1,3,3,1,4,4,904.0,40,14,8,3.0468836,2.6994607,5.7463446,0,1,47.04 - 17.16 - 35.8,67.95583256611968
10065,175390,1674017280,2023-01-18 04:47:59,12,27,2,4,2,0,4,4,904.0,41,14,8,2.4278166,2.500931,4.9287477,0,2,39.44 - 18.56 - 42.0,54.691646846095296
10066,175391,1674018120,2023-01-18 05:01:58,26,27,1,3,0,3,1,6,904.0,42,14,7,1.9950527,2.8971283,4.892181,2,2,25.87 - 17.29 - 56.83,54.038857563140965
10067,175392,1674018960,2023-01-18 05:15:58,12,26,2,2,0,2,2,4,904.0,43,15,6,3.0226634,2.6256,5.6482635,2,1,47.86 - 17.23 - 34.91,66.51126793223827
10068,175393,1674019800,2023-01-18 05:29:59,12,27,1,0,0,1,1,1,904.0,44,15,2,2.4330256,2.545638,4.9786634,0,2,38.81 - 18.46 - 42.73,55.57549338677079
10069,175394,1674020640,2023-01-18 05:44:02,26,27,0,1,2,1,2,2,904.0,45,15,4,1.9339818,2.7269752,4.660957,0,2,27.02 - 17.99 - 54.99,49.81504772144656
10070,175395,1674021480,2023-01-18 05:58:02,12,26,1,2,2,0,3,2,904.0,46,16,5,3.058186,2.6743293,5.7325153,1,1,47.64 - 17.14 - 35.21,67.75471430495318
10071,175396,1674022320,2023-01-18 06:11:57,12,27,0,1,1,2,1,3,904.0,47,16,4,2.5101762,2.5388565,5.0490327,2,2,40.33 - 18.35 - 41.32,56.806775851605515
10072,175397,1674023160,2023-01-18 06:25:56,26,27,0,2,2,2,2,4,904.0,48,16,6,1.882787,2.6927652,4.575552,2,2,26.56 - 18.09 - 55.35,48.21741329329532
10073,175398,1674025200,2023-01-18 07:00:01,14,28,1,2,3,0,4,2,905.0,1,1,6,2.22189,1.401241,3.6231308,1,1,56.1 - 20.19 - 23.72,29.7990265785139
10074,175399,1674025320,2023-01-18 07:02:07,9,19,1,0,1,0,2,0,905.0,2,1,2,1.6441576,1.9520305,3.596188,1,2,32.93 - 21.71 - 45.36,29.283280155606896
10075,175400,1674026040,2023-01-18 07:13:57,14,22,1,1,0,0,1,1,905.0,3,1,2,2.5488691,1.3258471,3.8747163,0,1,63.91 - 17.79 - 18.3,34.67030371045781
10076,175401,1674026160,2023-01-18 07:16:54,9,28,2,0,3,1,5,1,905.0,4,1,6,2.2360988,1.7305751,3.9666739,1,1,49.59 - 20.23 - 30.18,36.46525437884594
10077,175402,1674026880,2023-01-18 07:27:58,19,22,3,1,0,0,3,1,905.0,5,1,4,2.141956,1.4233795,3.5653358,1,1,53.99 - 20.74 - 25.28,28.694610817772485
10078,175403,1674027000,2023-01-18 07:30:21,9,14,2,0,0,0,2,0,905.0,6,1,2,1.6615294,2.034907,3.6964364,1,2,31.93 - 21.28 - 46.79,31.2092748020233
10079,175404,1674027720,2023-01-18 07:41:57,19,28,2,0,0,1,2,1,905.0,7,1,3,2.4793718,1.4246093,3.9039812,1,1,60.58 - 18.53 - 20.89,35.24114475904484
10080,175405,1674027840,2023-01-18 07:44:17,9,22,1,1,3,1,4,2,905.0,8,1,6,2.1282108,1.6489875,3.7771983,1,1,49.01 - 20.82 - 30.17,32.77274570002111
10081,175406,1674028560,2023-01-18 07:55:59,14,19,1,1,2,0,3,1,905.0,9,1,4,1.605843,1.780591,3.386434,1,2,35.06 - 22.61 - 42.33,25.330049054585846
10082,175407,1674028680,2023-01-18 07:58:41,22,28,0,0,0,1,0,1,905.0,10,1,1,1.9631124,1.8647262,3.8278384,2,1,41.34 - 21.19 - 37.47,33.75708361841246
10083,175408,1674029400,2023-01-18 08:10:04,14,28,1,0,4,3,5,3,905.0,11,2,8,2.6830528,1.445036,4.128089,1,1,63.8 - 17.27 - 18.92,39.61705438473043
10084,175409,1674029520,2023-01-18 08:12:00,9,19,1,2,0,2,1,4,905.0,12,2,5,1.6043175,1.9864995,3.590817,2,2,31.49 - 21.59 - 46.91,29.18064767120505
10085,175410,1674030240,2023-01-18 08:24:04,14,22,2,0,3,1,5,1,905.0,13,2,6,2.7110572,1.2925149,4.003572,1,1,67.38 - 16.56 - 16.05,37.186093549125765
10086,175411,1674030360,2023-01-18 08:26:08,9,28,2,1,0,1,2,2,905.0,14,2,4,2.5931811,1.8711548,4.464336,0,1,53.75 - 18.55 - 27.7,46.111396455457964
10087,175412,1674031080,2023-01-18 08:38:01,19,22,1,0,1,0,2,0,905.0,15,2,2,2.7158616,1.3631332,4.0789948,1,1,66.02 - 16.79 - 17.18,38.65920451056188
10088,175413,1674031200,2023-01-18 08:40:06,9,14,0,0,0,0,0,0,905.0,16,2,0,1.6579539,2.2210076,3.8789616,0,2,28.93 - 20.33 - 50.74,34.75307966868667
10089,175414,1674031920,2023-01-18 08:51:57,19,28,2,1,3,0,5,1,905.0,17,2,6,2.6684093,1.5230695,4.1914787,1,1,61.97 - 17.58 - 20.45,40.85159336749511
10090,175415,1674032040,2023-01-18 08:54:02,9,22,2,2,0,0,2,2,905.0,18,2,4,2.1715572,1.7792634,3.9508204,0,1,47.32 - 20.5 - 32.18,36.15560094570023
10091,175416,1674032760,2023-01-18 09:05:58,14,19,2,0,2,0,4,0,905.0,19,2,4,1.7447004,1.8336599,3.5783603,1,2,37.2 - 21.99 - 40.81,28.942863048649098
10092,175417,1674032880,2023-01-18 09:08:09,22,28,1,1,1,0,2,1,905.0,20,2,3,1.9656477,1.7426317,3.7082794,1,1,43.72 - 21.46 - 34.82,31.437963203660313
10093,175418,1674033600,2023-01-18 09:20:00,14,28,2,0,0,3,2,3,905.0,21,3,5,2.7962983,1.4901656,4.2864637,2,1,64.82 - 16.71 - 18.47,42.69443517825612
10094,175419,1674033720,2023-01-18 09:21:59,9,19,2,1,0,1,2,2,905.0,22,3,4,1.6115258,2.1017096,3.7132354,0,2,29.8 - 20.98 - 49.22,31.53372875840053
10095,175420,1674034440,2023-01-18 09:33:58,14,22,0,2,1,1,1,3,905.0,23,3,4,2.7268045,1.2898962,4.0167007,2,1,67.7 - 16.44 - 15.86,37.442579826449574
10096,175421,1674034560,2023-01-18 09:36:02,9,28,0,1,1,2,1,3,905.0,24,3,4,2.3260493,1.8860594,4.2121086,2,1,48.36 - 19.74 - 31.89,41.25265108199621
10097,175422,1674035280,2023-01-18 09:47:58,19,22,2,2,1,1,3,3,905.0,25,3,6,2.3351789,1.397731,3.7329097,0,1,58.41 - 19.43 - 22.16,31.914255213904124
10098,175423,1674035400,2023-01-18 09:50:04,9,14,2,1,1,2,3,3,905.0,26,3,6,1.6418083,2.2362113,3.8780196,0,2,28.38 - 20.25 - 51.37,34.73471323557635
10099,175424,1674036120,2023-01-18 10:02:01,19,28,2,2,0,3,2,5,905.0,27,3,7,2.6392448,1.517473,4.156718,2,1,61.57 - 17.75 - 20.68,40.1749812694948
10100,175425,1674036240,2023-01-18 10:04:02,9,22,0,2,0,0,0,2,905.0,28,3,2,2.0886166,1.955337,4.043954,2,1,42.28 - 20.55 - 37.17,37.974946340613364
10101,175426,1674036960,2023-01-18 10:15:58,14,19,2,1,0,2,2,3,905.0,29,3,5,1.7172827,1.8640943,3.581377,2,2,36.05 - 21.95 - 42.0,29.000414504805534
10102,175427,1674037080,2023-01-18 10:18:09,22,28,0,2,1,1,1,3,905.0,30,3,4,2.103148,2.114115,4.217263,2,2,39.73 - 20.13 - 40.14,41.35278940929065
10103,175428,1674037800,2023-01-18 10:29:56,14,28,0,3,2,0,2,3,905.0,31,4,5,2.3905313,1.7105757,4.101107,2,1,53.05 - 19.45 - 27.5,39.090771187801856
10104,175429,1674037920,2023-01-18 10:32:24,9,19,1,3,1,2,2,5,905.0,32,4,7,1.6135384,2.1702948,3.783833,2,2,28.79 - 20.61 - 50.6,32.90156042440597
10105,175430,1674038640,2023-01-18 10:43:55,14,22,1,1,1,0,2,1,905.0,33,4,3,2.322119,1.4189843,3.7411032,1,1,57.71 - 19.55 - 22.74,32.072887509880346
10106,175431,1674038760,2023-01-18 10:46:02,9,28,0,1,0,3,0,4,905.0,34,4,4,2.162934,2.1990478,4.361982,2,2,39.44 - 19.77 - 40.78,44.15144996038034
10107,175433,1674039480,2023-01-18 10:57:59,19,22,2,0,1,0,3,0,905.0,35,4,3,2.5708725,1.4069315,3.9778042,1,1,62.61 - 17.89 - 19.5,36.682680490913064
10108,175434,1674039600,2023-01-18 11:00:02,9,14,2,0,0,3,2,3,905.0,36,4,5,1.6602894,2.3499708,4.01026,2,2,27.09 - 19.64 - 53.26,37.316756338799856
10109,175435,1674040320,2023-01-18 11:11:52,19,28,2,2,0,1,2,3,905.0,37,4,5,2.6888096,1.5450294,4.233839,2,1,61.89 - 17.52 - 20.6,41.674650634429426
10110,175436,1674040440,2023-01-18 11:13:58,9,22,1,1,0,0,1,1,905.0,38,4,2,2.003082,1.7593517,3.7624338,0,1,44.19 - 21.27 - 34.54,32.48627637319485
10111,175437,1674041160,2023-01-18 11:26:01,14,19,0,0,3,2,3,2,905.0,39,4,5,1.8552264,1.7975906,3.652817,1,1,40.28 - 21.76 - 37.96,30.368959144884116
10112,175438,1674041280,2023-01-18 11:28:02,22,28,1,1,3,0,4,1,905.0,40,4,5,1.9781855,2.3965058,4.3746915,1,2,32.6 - 19.4 - 48.0,44.39581353952003
10113,175439,1674042000,2023-01-18 11:40:01,14,28,2,0,0,2,2,2,905.0,41,5,4,2.7271364,1.5856578,4.312794,0,1,61.74 - 17.39 - 20.86,43.20336927830071
10114,175440,1674042120,2023-01-18 11:42:05,9,19,2,2,2,1,4,3,905.0,42,5,7,1.6252395,2.2226667,3.847906,1,2,28.24 - 20.32 - 51.43,34.1478161170864
10115,175441,1674042840,2023-01-18 11:54:02,14,22,1,1,2,1,3,2,905.0,43,5,5,2.6405878,1.3069805,3.9475684,1,1,65.9 - 17.1 - 17.0,36.09208310469039
10116,175442,1674042960,2023-01-18 11:55:58,9,28,3,1,2,1,5,2,905.0,44,5,7,2.187895,2.2437012,4.4315963,1,2,39.17 - 19.61 - 41.22,45.48654373460387
10117,175443,1674043680,2023-01-18 12:07:55,19,22,2,3,1,0,3,3,905.0,45,5,6,2.3256931,1.4722388,3.797932,0,1,56.65 - 19.61 - 23.74,33.17544699356989
10118,175444,1674043800,2023-01-18 12:09:58,9,14,2,3,1,2,3,5,905.0,46,5,8,1.6718609,2.109234,3.781095,2,2,30.95 - 20.9 - 48.15,32.84839407019587
10119,175445,1674044520,2023-01-18 12:22:02,19,28,2,3,1,1,3,4,905.0,47,5,7,2.5963159,1.5595574,4.1558733,2,1,59.95 - 18.1 - 21.95,40.15853199021778
10120,175446,1674044640,2023-01-18 12:24:00,9,22,1,0,2,1,3,1,905.0,48,5,4,1.9209623,1.7933213,3.7142835,1,1,41.78 - 21.52 - 36.69,31.553988120652367
10121,175447,1674045360,2023-01-18 12:35:58,14,19,1,0,0,2,1,2,905.0,49,5,3,1.8477336,1.8644873,3.712221,2,2,38.88 - 21.57 - 39.55,31.514122999045714
10122,175448,1674047160,2023-01-18 13:06:02,22,28,1,2,2,0,3,2,905.0,50,5,5,2.0380979,2.2609873,4.299085,1,2,35.94 - 19.83 - 44.24,42.938505904739074
10123,175449,1674047880,2023-01-18 13:17:56,14,28,0,4,0,3,0,7,905.0,51,6,7,2.7052448,1.5766826,4.281927,2,1,61.54 - 17.5 - 20.96,42.6066572837062
10124,175450,1674048000,2023-01-18 13:20:10,9,19,1,0,0,1,1,1,905.0,52,6,2,1.6119225,2.361431,3.9733534,0,2,25.99 - 19.55 - 54.47,36.59573552296567
10125,175451,1674048720,2023-01-18 13:32:09,14,22,1,3,1,0,2,3,905.0,53,6,5,2.3811402,1.3985379,3.779678,2,1,59.28 - 19.12 - 21.6,32.82088484278059
10126,175452,1674048840,2023-01-18 13:34:02,9,28,1,0,0,2,1,2,905.0,54,6,3,2.2802334,2.0958514,4.376085,2,1,43.57 - 19.67 - 36.76,44.42258891854185
10127,175453,1674049560,2023-01-18 13:45:57,19,22,0,0,3,2,3,2,905.0,55,6,5,2.3547287,1.5037574,3.8584862,1,1,56.56 - 19.47 - 23.97,34.35394047792866
10128,175454,1674049680,2023-01-18 13:48:04,9,14,1,1,1,1,2,2,905.0,56,6,4,1.7267627,2.1837387,3.9105015,0,2,30.91 - 20.49 - 48.6,35.368390079057995
10129,175455,1674050400,2023-01-18 14:00:00,19,28,3,2,3,2,6,4,905.0,57,6,10,2.7781758,1.6148741,4.39305,1,1,62.05 - 17.17 - 20.78,44.748319860531915
10130,175456,1674050520,2023-01-18 14:01:58,9,22,0,0,1,2,1,2,905.0,58,6,3,1.7390504,2.0731156,3.812166,2,2,32.94 - 20.99 - 46.07,33.4521704416146
10131,175457,1674051240,2023-01-18 14:14:11,14,19,0,3,1,3,1,6,905.0,59,6,7,1.7030641,2.019978,3.723042,2,2,33.06 - 21.29 - 45.65,31.723333281718663
