match_id,date_planned_start,match_start,player_1,player_2,player_1_fh_goals,player_2_fh_goals,player_1_sh_goals,player_2_sh_goals,player_1_total_goals,player_2_total_goals,shift_n,match_count_within_shift,match_count_within_shift_player_pair
118925,1667287320,1667287308,5,20,1,1,0,2,1,3,134.0,3,1
118928,1667289840,1667289843,5,20,0,0,1,0,1,0,134.0,6,2
118931,1667292360,1667292351,5,20,1,1,0,2,1,3,134.0,9,3
118934,1667294880,1667294890,5,20,2,0,0,1,2,1,134.0,12,4
118937,1667297400,1667297389,5,20,1,1,1,0,2,1,134.0,15,5
118940,1667299920,1667299916,5,20,1,2,1,1,2,3,134.0,18,6
118943,1667304120,1667304134,5,20,0,0,2,1,2,1,134.0,21,7
118946,1667306640,1667306627,5,20,0,1,1,1,1,2,134.0,24,8
118949,1667309160,1667309162,5,20,3,0,0,1,3,1,134.0,27,9
118952,1667311680,1667311684,5,20,1,1,0,2,1,3,134.0,30,10
119097,1667372880,1667372875,5,20,0,1,1,2,1,3,134.0,34,11
119100,1667375400,1667375398,5,20,0,1,0,3,0,4,134.0,37,12
119103,1667377920,1667377938,5,20,2,1,0,2,2,3,134.0,40,13
119106,1667380440,1667380430,5,20,0,0,0,1,0,1,134.0,43,14
119109,1667382960,1667382940,5,20,1,1,0,0,1,1,134.0,46,15
119112,1667385480,1667385491,5,20,1,1,3,0,4,1,134.0,49,16
119115,1667389680,1667389681,5,20,3,2,1,1,4,3,134.0,52,17
119118,1667392200,1667392199,5,20,2,0,1,2,3,2,134.0,55,18
119121,1667394720,1667394725,5,20,1,2,1,4,2,6,134.0,58,19
119124,1667397240,1667397233,5,20,2,3,0,0,2,3,134.0,61,20
119127,1667399760,1667399580,5,20,0,0,1,2,1,2,134.0,64,21
119595,1667458440,1667458467,5,20,3,1,1,3,4,4,134.0,65,22
119598,1667460960,1667460954,5,20,1,1,2,2,3,3,134.0,68,23
119601,1667463480,1667463468,5,20,1,1,2,1,3,2,134.0,71,24
119604,1667466000,1667466009,5,20,3,0,1,1,4,1,134.0,74,25
119607,1667468520,1667468518,5,20,2,0,1,0,3,0,134.0,77,26
119610,1667471040,1667471032,5,20,2,0,2,3,4,3,134.0,80,27
119613,1667475240,1667475240,5,20,2,0,0,0,2,0,134.0,83,28
119616,1667477760,1667477766,5,20,0,1,0,2,0,3,134.0,86,29
119619,1667480280,1667480306,5,20,2,1,2,0,4,1,134.0,89,30
119622,1667482800,1667482808,5,20,1,2,1,1,2,3,134.0,92,31
119625,1667485320,1667485326,5,20,0,0,1,0,1,0,134.0,95,32
119695,1667546520,1667546530,5,20,2,0,2,1,4,1,134.0,99,33
119698,1667549040,1667549042,5,20,2,1,0,0,2,1,134.0,102,34
119701,1667551560,1667551608,5,20,1,1,0,0,1,1,134.0,105,35
119704,1667554080,1667554098,5,20,0,3,1,1,1,4,134.0,108,36
119707,1667556600,1667556597,5,20,0,0,0,1,0,1,134.0,111,37
119710,1667559120,1667559128,5,20,1,1,1,0,2,1,134.0,114,38
119713,1667563320,1667563323,5,20,3,1,1,1,4,2,134.0,117,39
119716,1667565840,1667565843,5,20,1,0,0,1,1,1,134.0,120,40
118923,1667285640,1667285645,5,26,0,0,1,1,1,1,134.0,1,1
118926,1667288160,1667288150,5,26,1,2,1,1,2,3,134.0,4,2
118929,1667290680,1667290670,5,26,1,1,1,1,2,2,134.0,7,3
118932,1667293200,1667293205,5,26,0,0,0,3,0,3,134.0,10,4
118935,1667295720,1667295731,5,26,1,1,1,0,2,1,134.0,13,5
118938,1667298240,1667298250,5,26,1,3,0,2,1,5,134.0,16,6
118941,1667302440,1667302442,5,26,1,1,2,3,3,4,134.0,19,7
118944,1667304960,1667304951,5,26,1,2,1,1,2,3,134.0,22,8
118947,1667307480,1667307497,5,26,2,0,3,0,5,0,134.0,25,9
118950,1667310000,1667310018,5,26,1,1,1,1,2,2,134.0,28,10
118953,1667312520,1667312507,5,26,1,2,0,0,1,2,134.0,31,11
119098,1667373720,1667373721,5,26,0,3,0,0,0,3,134.0,35,12
119101,1667376240,1667376238,5,26,1,1,1,1,2,2,134.0,38,13
119104,1667378760,1667378789,5,26,1,1,1,3,2,4,134.0,41,14
119107,1667381280,1667381304,5,26,0,1,0,0,0,1,134.0,44,15
119110,1667383800,1667383817,5,26,1,0,2,1,3,1,134.0,47,16
119113,1667386320,1667386323,5,26,0,1,2,1,2,2,134.0,50,17
119116,1667390520,1667390519,5,26,0,2,1,0,1,2,134.0,53,18
119119,1667393040,1667393092,5,26,0,1,0,0,0,1,134.0,56,19
119122,1667395560,1667395567,5,26,2,0,2,5,4,5,134.0,59,20
119125,1667398080,1667398080,5,26,2,1,0,3,2,4,134.0,62,21
119596,1667459280,1667459272,5,26,0,2,1,1,1,3,134.0,66,22
119599,1667461800,1667461814,5,26,1,1,2,2,3,3,134.0,69,23
119602,1667464320,1667464320,5,26,2,0,1,2,3,2,134.0,72,24
119605,1667466840,1667466839,5,26,2,1,1,2,3,3,134.0,75,25
119608,1667469360,1667469358,5,26,2,2,0,0,2,2,134.0,78,26
119611,1667471880,1667471871,5,26,4,0,3,1,7,1,134.0,81,27
119614,1667476080,1667476085,5,26,3,0,1,2,4,2,134.0,84,28
119617,1667478600,1667478602,5,26,0,3,2,2,2,5,134.0,87,29
119620,1667481120,1667481119,5,26,0,3,2,2,2,5,134.0,90,30
119623,1667483640,1667483638,5,26,2,1,1,0,3,1,134.0,93,31
119626,1667486160,1667486159,5,26,2,1,1,2,3,3,134.0,96,32
119693,1667544840,1667544844,5,26,1,1,2,1,3,2,134.0,97,33
119696,1667547360,1667547369,5,26,2,2,1,1,3,3,134.0,100,34
119699,1667549880,1667549882,5,26,1,2,2,1,3,3,134.0,103,35
119702,1667552400,1667552411,5,26,1,1,1,0,2,1,134.0,106,36
119705,1667554920,1667554922,5,26,1,1,0,2,1,3,134.0,109,37
119708,1667557440,1667557440,5,26,0,0,1,2,1,2,134.0,112,38
119711,1667561640,1667561691,5,26,0,0,1,3,1,3,134.0,115,39
119714,1667564160,1667564169,5,26,1,2,0,0,1,2,134.0,118,40
119717,1667566680,1667566698,5,26,2,2,1,0,3,2,134.0,121,41
118924,1667286480,1667286484,20,26,0,1,1,3,1,4,134.0,2,1
118927,1667289000,1667289036,20,26,1,2,0,0,1,2,134.0,5,2
118930,1667291520,1667291524,20,26,1,2,0,3,1,5,134.0,8,3
118933,1667294040,1667294049,20,26,2,3,0,2,2,5,134.0,11,4
118936,1667296560,1667296566,20,26,2,2,0,4,2,6,134.0,14,5
118939,1667299080,1667299076,20,26,2,1,1,3,3,4,134.0,17,6
118942,1667303280,1667303253,20,26,1,2,0,0,1,2,134.0,20,7
118945,1667305800,1667305807,20,26,0,4,0,1,0,5,134.0,23,8
118948,1667308320,1667308338,20,26,1,1,2,1,3,2,134.0,26,9
118951,1667310840,1667310833,20,26,2,2,1,1,3,3,134.0,29,10
118954,1667313360,1667313361,20,26,0,1,1,4,1,5,134.0,32,11
119096,1667372040,1667372060,20,26,3,0,3,1,6,1,134.0,33,12
119099,1667374560,1667374561,20,26,0,0,0,0,0,0,134.0,36,13
119102,1667377080,1667377068,20,26,3,1,0,1,3,2,134.0,39,14
119105,1667379600,1667379675,20,26,1,1,0,0,1,1,134.0,42,15
119108,1667382120,1667382136,20,26,1,0,2,1,3,1,134.0,45,16
119111,1667384640,1667384641,20,26,0,2,0,2,0,4,134.0,48,17
119114,1667388840,1667388852,20,26,1,2,1,2,2,4,134.0,51,18
119117,1667391360,1667391354,20,26,0,4,1,1,1,5,134.0,54,19
119120,1667393880,1667393875,20,26,1,2,0,4,1,6,134.0,57,20
119123,1667396400,1667396403,20,26,0,2,0,2,0,4,134.0,60,21
119126,1667398920,1667398933,20,26,1,1,2,4,3,5,134.0,63,22
119597,1667460120,1667460129,20,26,0,1,3,1,3,2,134.0,67,23
119600,1667462640,1667462645,20,26,2,3,1,2,3,5,134.0,70,24
119603,1667465160,1667465161,20,26,0,1,0,3,0,4,134.0,73,25
119606,1667467680,1667467695,20,26,1,2,0,2,1,4,134.0,76,26
119609,1667470200,1667470202,20,26,1,0,0,0,1,0,134.0,79,27
119612,1667472720,1667472714,20,26,1,1,1,3,2,4,134.0,82,28
119615,1667476920,1667476918,20,26,2,2,1,1,3,3,134.0,85,29
119618,1667479440,1667479437,20,26,1,3,1,2,2,5,134.0,88,30
119621,1667481960,1667481974,20,26,1,1,2,4,3,5,134.0,91,31
119624,1667484480,1667484477,20,26,0,2,1,0,1,2,134.0,94,32
119694,1667545680,1667545689,20,26,0,0,1,0,1,0,134.0,98,33
119697,1667548200,1667548204,20,26,1,1,0,0,1,1,134.0,101,34
119700,1667550720,1667550724,20,26,0,3,1,0,1,3,134.0,104,35
119703,1667553240,1667553310,20,26,1,3,2,0,3,3,134.0,107,36
119706,1667555760,1667555752,20,26,1,2,1,3,2,5,134.0,110,37
119709,1667558280,1667558295,20,26,0,1,1,0,1,1,134.0,113,38
119712,1667562480,1667562485,20,26,0,2,2,1,2,3,134.0,116,39
119715,1667565000,1667565001,20,26,0,1,2,3,2,4,134.0,119,40
119718,1667567520,1667567518,20,26,0,1,0,3,0,4,134.0,122,41
119724,1667572560,1667572561,20,26,1,0,0,0,1,0,134.0,123,42
118811,1667262120,1667262135,0,2,1,2,0,2,1,4,748.0,2,1
118814,1667266320,1667266330,0,2,2,2,0,0,2,2,748.0,5,2
118817,1667268840,1667268839,0,2,0,1,1,0,1,1,748.0,8,3
118820,1667271360,1667271367,0,2,1,0,0,1,1,1,748.0,11,4
118823,1667273880,1667273888,0,2,1,0,1,1,2,1,748.0,14,5
118826,1667276400,1667276406,0,2,0,3,1,2,1,5,748.0,17,6
118829,1667278920,1667278929,0,2,3,0,0,1,3,1,748.0,20,7
118832,1667281440,1667281449,0,2,0,2,0,1,0,3,748.0,23,8
118835,1667283960,1667283963,0,2,2,1,0,1,2,2,748.0,26,9
118810,1667261280,1667261294,0,7,1,1,1,1,2,2,748.0,1,1
118813,1667265480,1667265489,0,7,1,2,1,2,2,4,748.0,4,2
118816,1667268000,1667268000,0,7,0,1,2,1,2,2,748.0,7,3
118819,1667270520,1667270525,0,7,2,0,1,1,3,1,748.0,10,4
118822,1667273040,1667273062,0,7,0,2,2,0,2,2,748.0,13,5
118825,1667275560,1667275581,0,7,1,3,2,1,3,4,748.0,16,6
118828,1667278080,1667278091,0,7,3,2,0,1,3,3,748.0,19,7
118831,1667280600,1667280619,0,7,1,3,1,1,2,4,748.0,22,8
118834,1667283120,1667283128,0,7,2,3,0,1,2,4,748.0,25,9
118812,1667264640,1667264639,2,7,1,1,2,0,3,1,748.0,3,1
118815,1667267160,1667267158,2,7,1,0,1,1,2,1,748.0,6,2
118818,1667269680,1667269679,2,7,2,0,1,1,3,1,748.0,9,3
118821,1667272200,1667272216,2,7,0,1,4,0,4,1,748.0,12,4
118824,1667274720,1667274721,2,7,1,0,1,1,2,1,748.0,15,5
118827,1667277240,1667277241,2,7,1,0,0,0,1,0,748.0,18,6
118830,1667279760,1667279767,2,7,2,3,1,1,3,4,748.0,21,7
118833,1667282280,1667282284,2,7,1,0,2,0,3,0,748.0,24,8
118836,1667286000,1667286011,8,14,1,0,1,0,2,0,749.0,1,1
118839,1667288520,1667288523,8,14,0,3,1,1,1,4,749.0,4,2
118842,1667291040,1667291048,8,14,0,1,1,1,1,2,749.0,7,3
118845,1667293560,1667293562,8,14,0,0,1,0,1,0,749.0,10,4
118848,1667296080,1667296099,8,14,0,0,0,0,0,0,749.0,13,5
118851,1667298600,1667298602,8,14,0,0,2,0,2,0,749.0,16,6
118854,1667301120,1667301120,8,14,0,1,0,0,0,1,749.0,19,7
118857,1667303640,1667303650,8,14,2,1,0,1,2,2,749.0,22,8
118860,1667307840,1667307849,8,14,1,1,1,2,2,3,749.0,25,9
118863,1667310360,1667310364,8,14,1,0,2,1,3,1,749.0,28,10
118866,1667312880,1667312888,8,14,2,0,1,1,3,1,749.0,31,11
118869,1667315400,1667315399,8,14,0,1,0,2,0,3,749.0,34,12
118872,1667317920,1667317930,8,14,1,0,1,0,2,0,749.0,37,13
118875,1667320440,1667320442,8,14,2,1,0,2,2,3,749.0,40,14
118878,1667322960,1667322961,8,14,1,0,1,0,2,0,749.0,43,15
118881,1667325480,1667325494,8,14,0,0,0,0,0,0,749.0,46,16
118837,1667286840,1667286840,8,19,2,2,0,0,2,2,749.0,2,1
118840,1667289360,1667289363,8,19,0,0,1,0,1,0,749.0,5,2
118843,1667291880,1667291883,8,19,0,0,1,2,1,2,749.0,8,3
118846,1667294400,1667294400,8,19,1,1,0,0,1,1,749.0,11,4
118849,1667296920,1667296920,8,19,1,1,1,0,2,1,749.0,14,5
118852,1667299440,1667299442,8,19,1,1,1,0,2,1,749.0,17,6
118855,1667301960,1667301963,8,19,2,1,1,0,3,1,749.0,20,7
118858,1667304480,1667304485,8,19,1,3,1,0,2,3,749.0,23,8
118861,1667308680,1667308684,8,19,1,1,1,1,2,2,749.0,26,9
118864,1667311200,1667311197,8,19,0,0,1,1,1,1,749.0,29,10
118867,1667313720,1667313733,8,19,3,0,0,1,3,1,749.0,32,11
118870,1667316240,1667316252,8,19,2,0,0,1,2,1,749.0,35,12
118873,1667318760,1667318758,8,19,1,1,1,0,2,1,749.0,38,13
118876,1667321280,1667321278,8,19,0,0,0,0,0,0,749.0,41,14
118879,1667323800,1667323796,8,19,1,0,1,2,2,2,749.0,44,15
118882,1667326320,1667326322,8,19,1,0,0,1,1,1,749.0,47,16
118838,1667287680,1667287685,14,19,2,0,0,0,2,0,749.0,3,1
118841,1667290200,1667290202,14,19,2,2,1,0,3,2,749.0,6,2
118844,1667292720,1667292728,14,19,0,1,1,0,1,1,749.0,9,3
118847,1667295240,1667295243,14,19,0,0,0,1,0,1,749.0,12,4
118850,1667297760,1667297765,14,19,1,1,1,2,2,3,749.0,15,5
118853,1667300280,1667300280,14,19,1,0,1,1,2,1,749.0,18,6
118856,1667302800,1667302805,14,19,0,0,1,1,1,1,749.0,21,7
118859,1667305320,1667305329,14,19,1,1,0,1,1,2,749.0,24,8
118862,1667309520,1667309525,14,19,2,2,3,1,5,3,749.0,27,9
118865,1667312040,1667312043,14,19,0,0,1,2,1,2,749.0,30,10
118868,1667314560,1667314565,14,19,3,0,2,0,5,0,749.0,33,11
118871,1667317080,1667317083,14,19,1,0,0,0,1,0,749.0,36,12
118874,1667319600,1667319602,14,19,2,0,1,2,3,2,749.0,39,13
118877,1667322120,1667322121,14,19,0,1,2,1,2,2,749.0,42,14
118880,1667324640,1667324644,14,19,0,0,1,2,1,2,749.0,45,15
118883,1667327160,1667327167,14,19,1,0,2,1,3,1,749.0,48,16
118885,1667330040,1667330040,0,2,0,2,0,2,0,4,750.0,2,1
118888,1667332560,1667332561,0,2,0,3,1,1,1,4,750.0,5,2
118891,1667335080,1667335090,0,2,2,0,1,1,3,1,750.0,8,3
118894,1667337600,1667337602,0,2,0,1,2,0,2,1,750.0,11,4
118897,1667340120,1667340132,0,2,0,1,1,0,1,1,750.0,14,5
118900,1667342640,1667342633,0,2,0,0,2,0,2,0,750.0,17,6
118997,1667345160,1667345154,0,2,0,3,0,1,0,4,750.0,20,7
119000,1667347680,1667347675,0,2,0,0,3,1,3,1,750.0,23,8
119003,1667351880,1667351875,0,2,1,0,2,0,3,0,750.0,26,9
119006,1667354400,1667354394,0,2,0,2,0,2,0,4,750.0,29,10
119009,1667356920,1667356916,0,2,1,0,0,1,1,1,750.0,32,11
119012,1667359440,1667359435,0,2,2,1,0,1,2,2,750.0,35,12
119015,1667361960,1667361954,0,2,1,0,1,0,2,0,750.0,38,13
119018,1667364480,1667364476,0,2,0,2,1,1,1,3,750.0,41,14
119021,1667367000,1667366995,0,2,1,1,2,1,3,2,750.0,44,15
119024,1667369520,1667369513,0,2,0,0,0,0,0,0,750.0,47,16
118884,1667329200,1667329209,0,7,0,2,1,2,1,4,750.0,1,1
118887,1667331720,1667331724,0,7,0,0,0,3,0,3,750.0,4,2
118890,1667334240,1667334248,0,7,3,0,2,1,5,1,750.0,7,3
118893,1667336760,1667336769,0,7,2,0,1,1,3,1,750.0,10,4
118896,1667339280,1667339286,0,7,3,1,0,3,3,4,750.0,13,5
118899,1667341800,1667341802,0,7,0,3,3,1,3,4,750.0,16,6
118996,1667344320,1667344318,0,7,1,0,2,0,3,0,750.0,19,7
118999,1667346840,1667346835,0,7,0,0,0,1,0,1,750.0,22,8
119002,1667351040,1667351036,0,7,1,0,2,1,3,1,750.0,25,9
119005,1667353560,1667353558,0,7,2,2,2,0,4,2,750.0,28,10
119008,1667356080,1667356077,0,7,1,1,4,2,5,3,750.0,31,11
119011,1667358600,1667358596,0,7,1,0,1,1,2,1,750.0,34,12
119014,1667361120,1667361115,0,7,0,1,2,0,2,1,750.0,37,13
119017,1667363640,1667363635,0,7,1,0,4,0,5,0,750.0,40,14
119020,1667366160,1667366151,0,7,2,0,2,0,4,0,750.0,43,15
119023,1667368680,1667368677,0,7,3,4,0,1,3,5,750.0,46,16
118886,1667330880,1667330882,2,7,0,1,1,0,1,1,750.0,3,1
118889,1667333400,1667333402,2,7,1,0,1,2,2,2,750.0,6,2
118892,1667335920,1667335918,2,7,0,0,1,0,1,0,750.0,9,3
118895,1667338440,1667338441,2,7,1,0,1,1,2,1,750.0,12,4
118898,1667340960,1667340966,2,7,1,0,0,0,1,0,750.0,15,5
118901,1667343480,1667343474,2,7,0,0,1,0,1,0,750.0,18,6
118998,1667346000,1667345996,2,7,0,1,1,0,1,1,750.0,21,7
119001,1667348520,1667348515,2,7,1,1,2,1,3,2,750.0,24,8
119004,1667352720,1667352714,2,7,2,0,1,0,3,0,750.0,27,9
119007,1667355240,1667355235,2,7,1,0,0,1,1,1,750.0,30,10
119010,1667357760,1667357753,2,7,0,0,1,0,1,0,750.0,33,11
119013,1667360280,1667360275,2,7,1,0,3,0,4,0,750.0,36,12
119016,1667362800,1667362794,2,7,1,1,1,0,2,1,750.0,39,13
119019,1667365320,1667365314,2,7,0,0,2,1,2,1,750.0,42,14
119022,1667367840,1667367834,2,7,1,1,1,2,2,3,750.0,45,15
119025,1667370360,1667370354,2,7,1,3,0,1,1,4,750.0,48,16
119026,1667372400,1667372399,12,16,1,1,1,0,2,1,751.0,1,1
119029,1667374920,1667374918,12,16,1,1,1,2,2,3,751.0,4,2
119032,1667377440,1667377442,12,16,0,1,2,1,2,2,751.0,7,3
119035,1667379960,1667379964,12,16,2,1,1,0,3,1,751.0,10,4
119038,1667382480,1667382485,12,16,0,1,0,2,0,3,751.0,13,5
119041,1667385000,1667385003,12,16,2,0,0,2,2,2,751.0,16,6
119044,1667387520,1667387521,12,16,1,3,0,2,1,5,751.0,19,7
119047,1667390040,1667390037,12,16,0,4,1,2,1,6,751.0,22,8
119050,1667394240,1667394242,12,16,1,2,1,2,2,4,751.0,25,9
119053,1667396760,1667396760,12,16,2,0,2,0,4,0,751.0,28,10
119056,1667399280,1667399280,12,16,2,0,2,0,4,0,751.0,31,11
119059,1667401800,1667401806,12,16,1,0,2,1,3,1,751.0,34,12
119062,1667404320,1667404333,12,16,0,0,0,2,0,2,751.0,37,13
119065,1667406840,1667406850,12,16,2,2,1,2,3,4,751.0,40,14
119068,1667409360,1667409358,12,16,0,1,1,1,1,2,751.0,43,15
119071,1667411880,1667411890,12,16,0,1,1,0,1,1,751.0,46,16
119027,1667373240,1667373240,12,22,0,0,0,1,0,1,751.0,2,1
119030,1667375760,1667375762,12,22,1,0,0,1,1,1,751.0,5,2
119033,1667378280,1667378278,12,22,3,1,0,0,3,1,751.0,8,3
119036,1667380800,1667380799,12,22,1,0,1,1,2,1,751.0,11,4
119039,1667383320,1667383340,12,22,1,0,2,0,3,0,751.0,14,5
119042,1667385840,1667385840,12,22,1,1,1,1,2,2,751.0,17,6
119045,1667388360,1667388368,12,22,0,3,0,2,0,5,751.0,20,7
119048,1667390880,1667390879,12,22,1,1,0,1,1,2,751.0,23,8
119051,1667395080,1667395078,12,22,0,1,0,1,0,2,751.0,26,9
119054,1667397600,1667397598,12,22,0,1,3,1,3,2,751.0,29,10
119057,1667400120,1667400118,12,22,0,2,0,1,0,3,751.0,32,11
119060,1667402640,1667402638,12,22,1,1,0,2,1,3,751.0,35,12
119063,1667405160,1667405163,12,22,0,1,1,0,1,1,751.0,38,13
119066,1667407680,1667407684,12,22,3,1,0,2,3,3,751.0,41,14
119069,1667410200,1667410202,12,22,0,1,0,2,0,3,751.0,44,15
119072,1667412720,1667412725,12,22,3,2,1,4,4,6,751.0,47,16
119028,1667374080,1667374080,16,22,1,2,1,1,2,3,751.0,3,1
119031,1667376600,1667376597,16,22,3,1,0,1,3,2,751.0,6,2
119034,1667379120,1667379121,16,22,0,2,2,0,2,2,751.0,9,3
119037,1667381640,1667381638,16,22,2,0,0,1,2,1,751.0,12,4
119040,1667384160,1667384157,16,22,1,0,1,0,2,0,751.0,15,5
119043,1667386680,1667386677,16,22,1,1,2,2,3,3,751.0,18,6
119046,1667389200,1667389211,16,22,0,1,0,1,0,2,751.0,21,7
119049,1667391720,1667391722,16,22,1,0,0,1,1,1,751.0,24,8
119052,1667395920,1667395918,16,22,1,1,2,0,3,1,751.0,27,9
119055,1667398440,1667398437,16,22,2,1,0,2,2,3,751.0,30,10
119058,1667400960,1667400960,16,22,0,0,0,0,0,0,751.0,33,11
119061,1667403480,1667403508,16,22,1,1,0,3,1,4,751.0,36,12
119064,1667406000,1667406011,16,22,3,1,2,0,5,1,751.0,39,13
119067,1667408520,1667408521,16,22,1,1,0,2,1,3,751.0,42,14
119070,1667411040,1667411043,16,22,1,0,0,1,1,1,751.0,45,15
119073,1667413560,1667413577,16,22,2,1,1,0,3,1,751.0,48,16
119074,1667415600,1667415604,10,27,1,1,1,0,2,1,752.0,1,1
119077,1667418120,1667418125,10,27,1,1,0,2,1,3,752.0,4,2
119080,1667420640,1667420641,10,27,1,1,1,3,2,4,752.0,7,3
119083,1667423160,1667423164,10,27,0,2,3,1,3,3,752.0,10,4
119086,1667425680,1667425680,10,27,0,0,0,1,0,1,752.0,13,5
119089,1667428200,1667428202,10,27,0,3,0,0,0,3,752.0,16,6
119148,1667430720,1667430717,10,27,0,1,3,1,3,2,752.0,19,7
119151,1667433240,1667433239,10,27,0,1,0,1,0,2,752.0,22,8
119154,1667437440,1667437435,10,27,1,1,2,1,3,2,752.0,25,9
119157,1667439960,1667439958,10,27,0,3,2,1,2,4,752.0,28,10
119160,1667442480,1667442475,10,27,0,1,1,0,1,1,752.0,31,11
119163,1667445000,1667444996,10,27,1,0,1,0,2,0,752.0,34,12
119166,1667447520,1667447515,10,27,1,0,0,2,1,2,752.0,37,13
119169,1667450040,1667450035,10,27,0,1,0,2,0,3,752.0,40,14
119172,1667452560,1667452556,10,27,1,1,2,1,3,2,752.0,43,15
119175,1667455080,1667455077,10,27,1,1,0,1,1,2,752.0,46,16
119076,1667417280,1667417283,10,28,1,0,1,0,2,0,752.0,3,1
119079,1667419800,1667419809,10,28,1,1,1,0,2,1,752.0,6,2
119082,1667422320,1667422320,10,28,1,0,1,1,2,1,752.0,9,3
119085,1667424840,1667424851,10,28,0,0,1,1,1,1,752.0,12,4
119088,1667427360,1667427365,10,28,0,2,3,2,3,4,752.0,15,5
119091,1667429880,1667429876,10,28,1,0,0,0,1,0,752.0,18,6
119150,1667432400,1667432396,10,28,0,0,0,1,0,1,752.0,21,7
119153,1667434920,1667434915,10,28,1,0,1,2,2,2,752.0,24,8
119156,1667439120,1667439115,10,28,0,1,1,2,1,3,752.0,27,9
119159,1667441640,1667441634,10,28,2,2,2,1,4,3,752.0,30,10
119162,1667444160,1667444155,10,28,0,1,0,3,0,4,752.0,33,11
119165,1667446680,1667446676,10,28,2,2,1,0,3,2,752.0,36,12
119168,1667449200,1667449196,10,28,1,1,1,2,2,3,752.0,39,13
119171,1667451720,1667451716,10,28,1,0,1,0,2,0,752.0,42,14
119174,1667454240,1667454237,10,28,1,3,0,1,1,4,752.0,45,15
119177,1667456760,1667456757,10,28,1,3,1,1,2,4,752.0,48,16
119075,1667416440,1667416444,27,28,0,1,0,1,0,2,752.0,2,1
119078,1667418960,1667418962,27,28,0,2,1,0,1,2,752.0,5,2
119081,1667421480,1667421479,27,28,1,0,1,1,2,1,752.0,8,3
119084,1667424000,1667424002,27,28,1,0,0,0,1,0,752.0,11,4
119087,1667426520,1667426532,27,28,0,0,2,0,2,0,752.0,14,5
119090,1667429040,1667429037,27,28,1,3,2,0,3,3,752.0,17,6
119149,1667431560,1667431558,27,28,1,2,1,1,2,3,752.0,20,7
119152,1667434080,1667434076,27,28,2,0,1,1,3,1,752.0,23,8
119155,1667438280,1667438276,27,28,0,0,2,0,2,0,752.0,26,9
119158,1667440800,1667440796,27,28,2,0,1,0,3,0,752.0,29,10
119161,1667443320,1667443316,27,28,2,0,2,3,4,3,752.0,32,11
119164,1667445840,1667445838,27,28,1,2,2,3,3,5,752.0,35,12
119167,1667448360,1667448356,27,28,2,1,1,0,3,1,752.0,38,13
119170,1667450880,1667450877,27,28,2,0,2,0,4,0,752.0,41,14
119173,1667453400,1667453396,27,28,2,0,2,1,4,1,752.0,44,15
119176,1667455920,1667455915,27,28,1,2,1,1,2,3,752.0,47,16
119178,1667458800,1667458814,6,12,2,1,1,2,3,3,753.0,1,1
119181,1667461320,1667461328,6,12,1,1,0,3,1,4,753.0,4,2
119184,1667463840,1667463852,6,12,2,0,1,2,3,2,753.0,7,3
119187,1667466360,1667466367,6,12,0,2,1,0,1,2,753.0,10,4
119190,1667468880,1667468880,6,12,0,2,2,1,2,3,753.0,13,5
119193,1667471400,1667471403,6,12,2,3,1,1,3,4,753.0,16,6
119196,1667473920,1667473924,6,12,0,3,2,1,2,4,753.0,19,7
119199,1667476440,1667476447,6,12,1,2,1,0,2,2,753.0,22,8
119202,1667480640,1667480637,6,12,2,2,2,2,4,4,753.0,25,9
119205,1667483160,1667483165,6,12,2,2,0,0,2,2,753.0,28,10
119208,1667485680,1667485682,6,12,1,1,2,1,3,2,753.0,31,11
119211,1667488200,1667488202,6,12,2,1,3,1,5,2,753.0,34,12
119214,1667490720,1667490727,6,12,1,2,1,2,2,4,753.0,37,13
119217,1667493240,1667493240,6,12,3,2,1,1,4,3,753.0,40,14
119220,1667495760,1667495759,6,12,1,2,1,1,2,3,753.0,43,15
119223,1667498280,1667498281,6,12,1,2,1,1,2,3,753.0,46,16
119179,1667459640,1667459649,6,16,1,1,1,1,2,2,753.0,2,1
119182,1667462160,1667462162,6,16,0,0,1,3,1,3,753.0,5,2
119185,1667464680,1667464681,6,16,2,0,0,2,2,2,753.0,8,3
119188,1667467200,1667467201,6,16,1,2,1,0,2,2,753.0,11,4
119191,1667469720,1667469718,6,16,1,1,2,1,3,2,753.0,14,5
119194,1667472240,1667472244,6,16,0,3,0,2,0,5,753.0,17,6
119197,1667474760,1667474762,6,16,1,3,1,2,2,5,753.0,20,7
119200,1667477280,1667477283,6,16,0,1,1,1,1,2,753.0,23,8
119203,1667481480,1667481479,6,16,0,3,0,2,0,5,753.0,26,9
119206,1667484000,1667484014,6,16,1,1,1,1,2,2,753.0,29,10
119209,1667486520,1667486522,6,16,0,2,1,2,1,4,753.0,32,11
119212,1667489040,1667489038,6,16,1,0,2,0,3,0,753.0,35,12
119215,1667491560,1667491560,6,16,1,0,0,0,1,0,753.0,38,13
119218,1667494080,1667494080,6,16,2,1,2,1,4,2,753.0,41,14
119221,1667496600,1667496596,6,16,0,2,0,0,0,2,753.0,44,15
119224,1667499120,1667499119,6,16,3,1,1,0,4,1,753.0,47,16
119180,1667460480,1667460483,12,16,1,1,2,2,3,3,753.0,3,1
119183,1667463000,1667462998,12,16,2,1,2,2,4,3,753.0,6,2
